integer-1,integer-1,integer-1,integer-1,decimal-1,decimal-1,decimal-1,decimal-1,varchar-4,varchar-4,date-1,date-1,date-1,varchar-28,varchar-12,varchar-48
34721,1701,28,5,18,28848.60,0.03,0.02,A,F,1993-12-31,1994-01-13,1994-01-30,DELIVER IN PERSON        ,AIR       ,s haggle furiously. silent
34756,1941,86,6,29,53445.26,0.10,0.04,N,O,1998-05-29,1998-06-04,1998-06-22,DELIVER IN PERSON        ,AIR       ,e furiously. pains sleep slyly am
34883,679,42,1,13,20535.71,0.07,0.00,A,F,1995-02-25,1995-01-15,1995-03-22,DELIVER IN PERSON        ,AIR       , deposits. regular packages s
34945,34,35,6,28,26152.84,0.07,0.03,N,O,1998-07-23,1998-06-20,1998-08-16,DELIVER IN PERSON        ,AIR       ,ding braids. furio
34948,830,30,4,11,19039.13,0.08,0.03,A,F,1993-03-07,1993-02-20,1993-03-19,DELIVER IN PERSON        ,AIR       , the accoun
35012,386,87,5,21,27013.98,0.03,0.03,A,F,1992-07-10,1992-08-09,1992-08-06,DELIVER IN PERSON        ,AIR       ,ress requests. close pinto b
35044,96,72,4,7,6972.63,0.04,0.05,N,O,1997-05-10,1997-07-28,1997-05-11,DELIVER IN PERSON        ,AIR       ,eas! quickly ironic requests use up 
35072,328,29,5,17,20881.44,0.03,0.02,N,O,1996-04-03,1996-02-05,1996-04-15,DELIVER IN PERSON        ,AIR       ,quests are carefully. carefully
35077,750,83,2,24,39618.00,0.04,0.04,N,O,1995-10-26,1995-12-26,1995-10-29,DELIVER IN PERSON        ,AIR       ,heodolites poach always across the car
35106,606,69,4,2,3013.20,0.06,0.03,N,O,1995-10-18,1995-08-10,1995-11-04,DELIVER IN PERSON        ,AIR       ,ular pinto beans 
35107,98,99,3,8,7984.72,0.06,0.05,A,F,1995-01-09,1994-10-21,1995-01-26,DELIVER IN PERSON        ,AIR       ,nts are slyl
35111,1231,6,4,4,4528.92,0.04,0.08,R,F,1993-06-17,1993-07-11,1993-06-20,DELIVER IN PERSON        ,AIR       ,"ideas. ironic, un"
35168,1510,31,2,15,21172.65,0.06,0.00,N,O,1998-09-20,1998-10-11,1998-10-13,DELIVER IN PERSON        ,AIR       ,ing instructions. quickly reg
35202,951,52,4,9,16667.55,0.10,0.07,N,O,1997-09-05,1997-08-23,1997-09-08,DELIVER IN PERSON        ,AIR       , requests maintain accordi
35363,1577,58,1,3,4435.71,0.05,0.07,N,O,1997-03-15,1997-01-24,1997-03-16,DELIVER IN PERSON        ,AIR       ,ites mold slyly. fluffily 
35366,115,94,1,27,27407.97,0.03,0.07,N,O,1995-07-20,1995-10-05,1995-08-13,DELIVER IN PERSON        ,AIR       ,s haggle furiously after th
35456,1394,33,2,28,36270.92,0.03,0.07,A,F,1992-12-13,1993-01-22,1993-01-11,DELIVER IN PERSON        ,AIR       ,sts cajole blit
35490,305,62,3,22,26516.60,0.10,0.03,R,F,1994-03-14,1994-01-16,1994-03-31,DELIVER IN PERSON        ,AIR       , furiously ironic 
35524,484,43,1,1,1384.48,0.09,0.08,N,O,1997-08-16,1997-08-19,1997-08-19,DELIVER IN PERSON        ,AIR       ,excuses. courts cajole
35552,640,34,4,24,36975.36,0.03,0.00,N,O,1997-04-13,1997-06-27,1997-05-04,DELIVER IN PERSON        ,AIR       ,according to the quickly idle deposits
35680,751,84,1,29,47900.75,0.10,0.05,N,O,1996-05-25,1996-04-16,1996-06-09,DELIVER IN PERSON        ,AIR       ,ckages are carefully 
35680,867,34,2,8,14142.88,0.04,0.05,N,O,1996-03-23,1996-05-01,1996-04-08,DELIVER IN PERSON        ,AIR       ,"longside of the ironic, unusual plat"
35751,742,43,6,22,36140.28,0.05,0.01,N,O,1997-07-12,1997-05-08,1997-07-28,DELIVER IN PERSON        ,AIR       ,bold requests are furiously. furiously 
35776,1971,60,2,11,20602.67,0.02,0.08,R,F,1994-02-07,1994-03-07,1994-02-25,DELIVER IN PERSON        ,AIR       , to the special dolphins 
35840,712,13,1,7,11288.97,0.08,0.02,R,F,1993-08-19,1993-07-22,1993-09-05,DELIVER IN PERSON        ,AIR       ,counts according to the quickly e
35872,963,98,4,21,39143.16,0.09,0.03,R,F,1995-01-05,1995-02-01,1995-01-20,DELIVER IN PERSON        ,AIR       , special foxes are ca
35908,290,45,1,6,7141.74,0.09,0.00,R,F,1994-01-18,1994-02-07,1994-02-13,DELIVER IN PERSON        ,AIR       ,e courts sleep across 
35942,1426,66,7,9,11946.78,0.05,0.06,N,O,1997-12-16,1997-10-28,1998-01-05,DELIVER IN PERSON        ,AIR       , cajole. depende
35971,1735,62,5,30,49101.90,0.01,0.03,N,O,1997-04-04,1997-03-28,1997-04-27,DELIVER IN PERSON        ,AIR       ,ly final foxes breach carefully ac
36001,1343,82,4,3,3733.02,0.06,0.08,R,F,1995-05-01,1995-05-12,1995-05-08,DELIVER IN PERSON        ,AIR       ,usly regular platelets
36002,178,31,4,6,6469.02,0.00,0.00,R,F,1993-05-29,1993-07-10,1993-06-18,DELIVER IN PERSON        ,AIR       ,after the quickly regular deposits. ironi
36006,465,53,2,8,10923.68,0.07,0.06,N,O,1996-02-08,1996-01-11,1996-02-28,DELIVER IN PERSON        ,AIR       , haggle. blithely 
36033,1446,86,1,4,5389.76,0.09,0.01,A,F,1995-03-11,1995-02-25,1995-03-19,DELIVER IN PERSON        ,AIR       ,lyly fluffy instructions nag furio
36069,81,82,1,5,4905.40,0.09,0.06,A,F,1995-02-13,1995-01-27,1995-02-14,DELIVER IN PERSON        ,AIR       ,le blithely pending pinto 
36096,46,22,2,28,26489.12,0.03,0.06,A,F,1993-03-23,1993-03-20,1993-03-29,DELIVER IN PERSON        ,AIR       ,ilent accounts. furiously regular deposi
36102,1953,54,2,14,25969.30,0.03,0.04,A,F,1993-06-11,1993-07-17,1993-06-13,DELIVER IN PERSON        ,AIR       ,uests sleep along the blithely ironic accou
36352,1209,21,1,10,11102.00,0.10,0.07,A,F,1995-04-26,1995-05-30,1995-05-20,DELIVER IN PERSON        ,AIR       , unusual platel
36421,293,75,4,10,11932.90,0.03,0.05,N,O,1996-06-19,1996-07-05,1996-07-01,DELIVER IN PERSON        ,AIR       ,pinto bean
36448,255,10,2,12,13863.00,0.00,0.03,R,F,1993-11-20,1993-10-26,1993-11-28,DELIVER IN PERSON        ,AIR       ,ckly. regular platelets cajole
36450,941,44,4,4,7367.76,0.00,0.06,N,O,1997-12-27,1998-02-18,1998-01-14,DELIVER IN PERSON        ,AIR       , foxes affix blithe
36453,1083,54,2,17,16729.36,0.10,0.05,N,O,1996-07-04,1996-08-14,1996-07-05,DELIVER IN PERSON        ,AIR       ,ding accounts are
36480,928,29,2,26,47551.92,0.10,0.00,A,F,1993-11-26,1993-11-14,1993-12-19,DELIVER IN PERSON        ,AIR       ,pending pinto beans. unusual accounts
36546,675,76,5,11,17332.37,0.02,0.02,N,O,1996-04-30,1996-05-27,1996-05-11,DELIVER IN PERSON        ,AIR       ,ggle furiously regular foxes. courts 
36643,1987,88,1,28,52891.44,0.03,0.01,R,F,1994-05-30,1994-04-23,1994-06-20,DELIVER IN PERSON        ,AIR       ,"en, express packages boost fur"
36704,1745,46,6,19,31288.06,0.06,0.01,N,O,1995-10-02,1995-09-09,1995-10-27,DELIVER IN PERSON        ,AIR       ,o the carefully ironic excuses nag flu
36867,399,28,1,27,35083.53,0.05,0.03,R,F,1994-11-22,1994-11-25,1994-11-27,DELIVER IN PERSON        ,AIR       ,"cies cajole blithely. final, dar"
36964,1997,42,5,21,39878.79,0.04,0.06,N,O,1998-05-20,1998-05-30,1998-06-17,DELIVER IN PERSON        ,AIR       , theodolites are quickly. 
37189,184,37,2,27,29272.86,0.05,0.06,R,F,1992-09-28,1992-08-07,1992-10-04,DELIVER IN PERSON        ,AIR       ,ld theodolites are f
37217,1866,53,1,27,47732.22,0.09,0.05,N,O,1997-12-02,1997-10-20,1997-12-19,DELIVER IN PERSON        ,AIR       ,egrate. blithel
37282,61,12,5,24,23065.44,0.07,0.05,A,F,1994-08-12,1994-10-06,1994-08-28,DELIVER IN PERSON        ,AIR       ,unts. carefully furious
37283,1582,3,3,30,44507.40,0.05,0.03,N,O,1996-12-27,1996-11-21,1997-01-17,DELIVER IN PERSON        ,AIR       , foxes. carefully special pinto b
37284,323,52,2,16,19573.12,0.04,0.00,N,O,1995-07-10,1995-05-16,1995-07-22,DELIVER IN PERSON        ,AIR       ,"ets wake along the even, bold reques"
37318,1401,2,2,18,23443.20,0.04,0.03,A,F,1993-07-19,1993-05-23,1993-07-24,DELIVER IN PERSON        ,AIR       ,riously express ideas cajole. daringly 
37377,1809,53,7,20,34216.00,0.07,0.08,R,F,1992-05-02,1992-03-05,1992-05-20,DELIVER IN PERSON        ,AIR       , among the ir
37379,777,42,5,10,16777.70,0.07,0.00,N,O,1996-09-13,1996-09-02,1996-09-22,DELIVER IN PERSON        ,AIR       ,slyly even requests above the furiously b
37411,354,83,3,2,2508.70,0.04,0.08,N,O,1997-03-19,1997-03-14,1997-04-02,DELIVER IN PERSON        ,AIR       ,"aggle fluffily. unusual, "
37441,1571,12,2,30,44177.10,0.03,0.00,R,F,1994-03-15,1994-04-26,1994-04-10,DELIVER IN PERSON        ,AIR       ,doubt. carefu
37538,1422,1,3,15,19851.30,0.05,0.01,N,O,1997-10-15,1997-07-21,1997-11-14,DELIVER IN PERSON        ,AIR       ,onic pinto beans. regular deposits hagg
37575,1985,30,3,29,54722.42,0.09,0.06,N,O,1997-06-04,1997-08-16,1997-06-13,DELIVER IN PERSON        ,AIR       ,es use around the carefully fin
37575,629,61,5,29,44358.98,0.09,0.04,N,O,1997-06-07,1997-08-08,1997-06-24,DELIVER IN PERSON        ,AIR       , foxes. furiously un
37607,311,96,4,6,7267.86,0.07,0.06,N,O,1997-10-25,1997-10-24,1997-11-03,DELIVER IN PERSON        ,AIR       ,ake. blithely careful packages engag
37731,155,34,4,10,10551.50,0.09,0.07,R,F,1994-11-07,1994-12-29,1994-12-04,DELIVER IN PERSON        ,AIR       ,ts. deposits haggle fluffily
37765,1816,17,6,22,37791.82,0.00,0.00,R,F,1993-03-19,1993-01-21,1993-04-08,DELIVER IN PERSON        ,AIR       , instructions slee
37793,538,99,3,2,2877.06,0.09,0.03,A,F,1995-03-10,1994-12-30,1995-03-15,DELIVER IN PERSON        ,AIR       ,ong the quickly ironic instructions. 
37858,529,20,1,18,25731.36,0.06,0.00,A,F,1993-10-07,1993-07-28,1993-11-02,DELIVER IN PERSON        ,AIR       ,ously express pinto beans accord
37986,1469,70,1,21,28779.66,0.02,0.02,R,F,1992-04-08,1992-04-08,1992-04-22,DELIVER IN PERSON        ,AIR       , the slyly regular braids. deposits
38080,1144,53,1,1,1045.14,0.02,0.01,R,F,1995-01-08,1994-11-18,1995-01-30,DELIVER IN PERSON        ,AIR       ,ronic requests. blithely unu
38182,1027,63,2,4,3712.08,0.08,0.03,A,F,1992-06-21,1992-07-02,1992-07-14,DELIVER IN PERSON        ,AIR       ,sly regular ideas cajole. acc
38279,220,48,2,21,23524.62,0.02,0.00,A,F,1992-07-14,1992-06-12,1992-07-17,DELIVER IN PERSON        ,AIR       ,"nstructions. ironic, regu"
38340,1917,62,3,14,25464.74,0.08,0.08,A,F,1994-02-15,1994-02-24,1994-03-11,DELIVER IN PERSON        ,AIR       ,he furiously regular deposits. inst
38439,603,4,1,28,42100.80,0.08,0.05,A,F,1995-03-01,1995-04-13,1995-03-03,DELIVER IN PERSON        ,AIR       ,express in
38464,278,79,2,14,16495.78,0.07,0.03,R,F,1994-02-14,1994-01-31,1994-03-15,DELIVER IN PERSON        ,AIR       ,ave to boo
38470,1738,39,1,21,34434.33,0.08,0.01,A,F,1993-10-21,1993-08-20,1993-11-03,DELIVER IN PERSON        ,AIR       ,ost. ironic frets
38496,1463,42,7,29,39569.34,0.02,0.04,R,F,1993-03-27,1993-03-23,1993-04-02,DELIVER IN PERSON        ,AIR       , pinto beans sleep blithely. furiously bold
38530,481,40,4,4,5525.92,0.08,0.01,R,F,1995-05-24,1995-06-11,1995-05-25,DELIVER IN PERSON        ,AIR       ,ely ironic accounts use. regular dolphins
38532,1097,3,4,17,16967.53,0.01,0.03,A,F,1992-08-27,1992-10-12,1992-09-21,DELIVER IN PERSON        ,AIR       ,lar tithes. packages ca
38594,1920,65,1,26,47369.92,0.05,0.07,A,F,1995-01-08,1995-02-17,1995-02-04,DELIVER IN PERSON        ,AIR       ,ts boost unusual pack
38597,1802,89,1,11,18741.80,0.09,0.06,R,F,1992-04-11,1992-03-12,1992-04-28,DELIVER IN PERSON        ,AIR       ,hely regular pinto beans s
38598,1425,43,1,19,25201.98,0.09,0.04,A,F,1994-08-29,1994-09-16,1994-09-11,DELIVER IN PERSON        ,AIR       , accounts use. furiously pending
38659,1898,28,1,27,48597.03,0.09,0.07,R,F,1993-06-14,1993-05-23,1993-06-30,DELIVER IN PERSON        ,AIR       ,carefully across the frays. foxes hagg
38720,1758,59,1,21,34854.75,0.08,0.05,N,O,1998-05-11,1998-05-28,1998-05-25,DELIVER IN PERSON        ,AIR       ,ses under the carefully express excuses b
38726,897,64,4,18,32362.02,0.07,0.03,R,F,1994-07-05,1994-07-06,1994-07-14,DELIVER IN PERSON        ,AIR       ,ggedly unusual accounts cajo
38790,1934,23,3,10,18359.30,0.05,0.01,N,O,1996-02-01,1996-03-30,1996-02-29,DELIVER IN PERSON        ,AIR       , blithely among the sl
38817,1039,40,3,25,23500.75,0.00,0.01,R,F,1992-07-21,1992-07-30,1992-08-11,DELIVER IN PERSON        ,AIR       ,rnes wake alongsid
38912,1808,9,6,30,51294.00,0.02,0.05,A,F,1993-01-20,1992-12-11,1993-01-24,DELIVER IN PERSON        ,AIR       ,s use slyly slyly even instructio
38915,1563,84,2,22,32220.32,0.00,0.05,R,F,1994-10-09,1994-11-14,1994-10-26,DELIVER IN PERSON        ,AIR       , express reques
38947,1476,55,4,5,6887.35,0.04,0.07,R,F,1995-02-26,1995-01-23,1995-03-14,DELIVER IN PERSON        ,AIR       ,g to the bold pinto beans hinder sly
38951,293,75,6,2,2386.58,0.06,0.04,N,O,1997-05-03,1997-05-17,1997-05-29,DELIVER IN PERSON        ,AIR       , furiously regular theodolites across the 
38977,212,94,1,23,25580.83,0.00,0.00,R,F,1993-03-17,1993-03-17,1993-03-24,DELIVER IN PERSON        ,AIR       ,quests grow slyly. final 
39015,1673,74,3,16,25194.72,0.08,0.08,R,F,1995-03-05,1995-02-14,1995-03-18,DELIVER IN PERSON        ,AIR       ,ep carefully beh
39111,1247,22,2,8,9185.92,0.04,0.07,N,O,1995-09-14,1995-10-02,1995-10-11,DELIVER IN PERSON        ,AIR       ,"old, ironic pinto "
39139,1719,62,2,9,14586.39,0.01,0.01,R,F,1993-12-12,1993-12-26,1993-12-20,DELIVER IN PERSON        ,AIR       ,silent requests. regular instructi
39169,1107,44,1,10,10081.00,0.06,0.06,N,O,1995-09-16,1995-10-01,1995-10-03,DELIVER IN PERSON        ,AIR       ,fully. flu
39172,1286,98,3,10,11872.80,0.04,0.06,R,F,1993-07-08,1993-07-31,1993-07-15,DELIVER IN PERSON        ,AIR       ,e slyly. quickly 
39264,1172,73,4,18,19317.06,0.09,0.04,N,O,1997-07-26,1997-06-24,1997-08-16,DELIVER IN PERSON        ,AIR       , furiously. blithely special deposits poach
39269,802,3,2,13,22136.40,0.09,0.01,R,F,1992-11-11,1992-12-02,1992-12-01,DELIVER IN PERSON        ,AIR       ,. carefully ironic theodolites sleep s
39303,1646,47,2,26,40238.64,0.10,0.08,N,O,1998-08-14,1998-07-30,1998-09-07,DELIVER IN PERSON        ,AIR       ,quickly regular accounts-- blithely exp
39366,586,17,7,3,4459.74,0.08,0.01,N,O,1997-09-06,1997-09-18,1997-09-16,DELIVER IN PERSON        ,AIR       ,uriously bold
39395,235,63,7,14,15893.22,0.01,0.08,N,O,1996-12-23,1996-10-29,1997-01-20,DELIVER IN PERSON        ,AIR       ,special de
39397,392,49,4,14,18093.46,0.07,0.03,A,F,1993-10-19,1993-12-10,1993-10-25,DELIVER IN PERSON        ,AIR       ,slowly car
39428,996,31,7,2,3793.98,0.02,0.07,N,O,1997-01-04,1997-02-16,1997-01-31,DELIVER IN PERSON        ,AIR       ,structions after the furiously pending 
39591,1368,83,2,30,38080.80,0.09,0.04,N,O,1997-05-06,1997-06-06,1997-05-13,DELIVER IN PERSON        ,AIR       ,es: blithely even fo
39651,1278,16,2,22,25943.94,0.07,0.07,N,O,1996-10-01,1996-11-22,1996-10-20,DELIVER IN PERSON        ,AIR       ,"ut the even, silen"
39651,483,13,3,12,16601.76,0.09,0.03,N,O,1996-11-08,1996-11-08,1996-11-29,DELIVER IN PERSON        ,AIR       ,edly regular deposits slee
39652,274,29,1,30,35228.10,0.08,0.08,A,F,1992-05-11,1992-06-28,1992-06-01,DELIVER IN PERSON        ,AIR       ,", even accounts sleep. furiously specia"
39683,1498,77,5,24,33587.76,0.09,0.02,N,O,1995-09-08,1995-10-05,1995-09-26,DELIVER IN PERSON        ,AIR       ,ackages slee
39718,1293,68,3,27,32245.83,0.10,0.03,A,F,1995-01-11,1994-11-10,1995-01-23,DELIVER IN PERSON        ,AIR       ,nt instructions. blithely brave 
39808,1410,11,7,23,30162.43,0.03,0.02,A,F,1992-11-14,1992-10-23,1992-11-24,DELIVER IN PERSON        ,AIR       ,onic accounts sleep 
40099,531,22,4,12,17178.36,0.06,0.01,N,O,1998-08-28,1998-07-12,1998-09-07,DELIVER IN PERSON        ,AIR       ,fully ironic 
40161,1366,43,4,17,21545.12,0.04,0.05,N,O,1997-11-05,1997-09-19,1997-11-26,DELIVER IN PERSON        ,AIR       ,al ideas about the final packages
40192,1954,99,4,3,5567.85,0.10,0.07,N,O,1998-09-20,1998-10-09,1998-09-28,DELIVER IN PERSON        ,AIR       ,out the blithely quiet pinto beans cajole 
40324,327,28,3,6,7363.92,0.02,0.00,N,O,1996-05-21,1996-03-13,1996-06-15,DELIVER IN PERSON        ,AIR       ,eans wake 
40359,892,93,2,18,32272.02,0.05,0.00,R,F,1993-03-13,1993-04-19,1993-04-06,DELIVER IN PERSON        ,AIR       ,ely even asymptotes. exp
40423,1055,26,1,22,21033.10,0.10,0.07,N,O,1998-09-24,1998-09-02,1998-10-07,DELIVER IN PERSON        ,AIR       , fluffily against t
40452,1769,54,4,13,21719.88,0.06,0.07,N,O,1997-11-14,1997-11-19,1997-11-18,DELIVER IN PERSON        ,AIR       ,oss the slyly special courts use 
40480,1248,60,3,30,34477.20,0.10,0.06,N,O,1996-02-09,1996-02-16,1996-03-06,DELIVER IN PERSON        ,AIR       ,ttainments 
40487,635,98,4,26,39926.38,0.00,0.00,N,O,1996-08-19,1996-08-26,1996-09-01,DELIVER IN PERSON        ,AIR       ,olites. final instructions thrash fluff
40544,40,41,6,1,940.04,0.00,0.08,A,F,1994-05-06,1994-05-21,1994-05-26,DELIVER IN PERSON        ,AIR       ,riously. slyly regu
40577,1661,85,3,4,6250.64,0.07,0.07,N,O,1998-03-25,1998-02-19,1998-04-24,DELIVER IN PERSON        ,AIR       ,its. requests after the caref
40583,366,95,2,19,24060.84,0.07,0.03,N,O,1998-03-31,1998-05-19,1998-04-21,DELIVER IN PERSON        ,AIR       ,e slyly dep
40643,395,24,6,25,32384.75,0.06,0.06,N,O,1995-06-24,1995-06-27,1995-07-01,DELIVER IN PERSON        ,AIR       ,ounts. requests haggle
40739,73,24,2,5,4865.35,0.03,0.04,N,O,1998-08-15,1998-09-25,1998-08-16,DELIVER IN PERSON        ,AIR       ,integrate fluffily even account
40741,1873,60,2,22,39047.14,0.06,0.03,N,O,1998-04-02,1998-05-02,1998-05-01,DELIVER IN PERSON        ,AIR       ,rate carefully. quickly unu
40773,1298,36,1,14,16790.06,0.00,0.06,A,F,1995-01-15,1994-12-26,1995-01-19,DELIVER IN PERSON        ,AIR       ,ar dugouts wake furiously blithely unusu
40807,477,78,2,9,12397.23,0.05,0.08,A,F,1993-07-01,1993-06-13,1993-07-26,DELIVER IN PERSON        ,AIR       ,"ent packages. regular, busy requests cajo"
40930,1302,3,2,1,1203.30,0.09,0.03,N,O,1998-07-08,1998-08-19,1998-07-13,DELIVER IN PERSON        ,AIR       , ironic foxes
40934,1399,14,4,29,37711.31,0.10,0.03,N,O,1995-11-22,1996-01-06,1995-12-08,DELIVER IN PERSON        ,AIR       ,ronic forges according to the furiously iro
40965,1632,15,4,22,33739.86,0.10,0.05,R,F,1995-02-12,1995-01-16,1995-02-19,DELIVER IN PERSON        ,AIR       ,ironic ideas boost s
41031,1545,86,3,17,24591.18,0.06,0.05,N,O,1996-04-26,1996-05-22,1996-05-12,DELIVER IN PERSON        ,AIR       ,s. furiously even foxe
41092,175,54,2,22,23653.74,0.10,0.05,N,O,1997-10-15,1997-08-16,1997-10-24,DELIVER IN PERSON        ,AIR       ,nusual packages grow blithely pend
41124,73,49,2,12,11676.84,0.01,0.07,A,F,1994-07-21,1994-06-23,1994-08-11,DELIVER IN PERSON        ,AIR       ,st idly about t
41153,1221,22,1,22,24688.84,0.08,0.04,A,F,1994-04-13,1994-05-29,1994-04-15,DELIVER IN PERSON        ,AIR       ,gular dependencies 
41186,1154,55,5,13,13716.95,0.09,0.03,R,F,1994-01-17,1993-12-23,1994-01-22,DELIVER IN PERSON        ,AIR       ,ely even packages. even pa
41189,257,58,2,26,30088.50,0.04,0.06,A,F,1994-10-17,1994-08-28,1994-10-30,DELIVER IN PERSON        ,AIR       ,heodolites. carefully even ideas
41222,40,16,3,15,14100.60,0.07,0.07,N,O,1998-04-03,1998-04-24,1998-04-27,DELIVER IN PERSON        ,AIR       , nag carefully along t
41248,1697,39,4,26,41565.94,0.08,0.06,N,O,1998-04-05,1998-04-28,1998-04-15,DELIVER IN PERSON        ,AIR       , slyly along the furiously 
41383,204,5,1,18,19875.60,0.01,0.07,A,F,1993-08-01,1993-07-19,1993-08-18,DELIVER IN PERSON        ,AIR       ,after the carefully regular orb
41477,600,61,1,6,9003.60,0.10,0.03,N,O,1998-06-17,1998-07-11,1998-06-24,DELIVER IN PERSON        ,AIR       ,lithely regular ex
41504,1238,50,2,3,3417.69,0.08,0.06,A,F,1993-02-03,1993-01-17,1993-02-19,DELIVER IN PERSON        ,AIR       ,ing to the 
41542,314,71,2,23,27929.13,0.04,0.05,A,F,1995-01-22,1994-11-09,1995-02-14,DELIVER IN PERSON        ,AIR       ,s dolphins are. c
41572,820,87,6,9,15487.38,0.10,0.03,N,O,1997-04-06,1997-05-17,1997-04-27,DELIVER IN PERSON        ,AIR       ,ons after the s
41573,1001,37,4,23,20746.00,0.00,0.01,N,O,1996-06-10,1996-05-23,1996-07-10,DELIVER IN PERSON        ,AIR       ,ously. slyl
41634,635,67,6,16,24570.08,0.09,0.05,A,F,1993-03-09,1993-03-05,1993-03-16,DELIVER IN PERSON        ,AIR       ,furiously carefully bold n
41638,236,18,1,19,21588.37,0.06,0.04,A,F,1993-09-12,1993-08-12,1993-09-17,DELIVER IN PERSON        ,AIR       ,as haggle furiously final orbit
41638,1586,7,2,28,41652.24,0.09,0.06,R,F,1993-09-02,1993-07-28,1993-09-17,DELIVER IN PERSON        ,AIR       ,cial dependenc
41669,209,37,5,16,17747.20,0.10,0.00,N,O,1997-12-31,1997-12-19,1998-01-27,DELIVER IN PERSON        ,AIR       ,ep blithely among the quickly even foxes
41733,1011,17,3,7,6384.07,0.00,0.07,N,O,1998-02-12,1997-12-30,1998-02-21,DELIVER IN PERSON        ,AIR       ,c accounts. ironic depo
41793,1898,99,3,23,41397.47,0.08,0.02,A,F,1994-07-30,1994-08-06,1994-08-09,DELIVER IN PERSON        ,AIR       ,foxes sleep furiously.
41795,1196,97,3,10,10971.90,0.03,0.04,N,O,1996-10-09,1996-10-20,1996-10-28,DELIVER IN PERSON        ,AIR       ,"inal ideas about the ironic,"
41799,53,54,1,2,1906.10,0.05,0.03,A,F,1994-10-08,1994-08-23,1994-10-13,DELIVER IN PERSON        ,AIR       ,cies. special pinto bean
41827,513,14,1,26,36751.26,0.08,0.05,N,O,1996-02-16,1996-01-26,1996-02-23,DELIVER IN PERSON        ,AIR       ,ffily pending instruc
41858,976,79,2,13,24400.61,0.03,0.01,N,O,1998-04-01,1998-03-01,1998-04-03,DELIVER IN PERSON        ,AIR       ,o beans. slyly regular packages nag; expres
41862,1648,90,6,22,34092.08,0.02,0.00,N,O,1997-03-10,1997-04-08,1997-04-09,DELIVER IN PERSON        ,AIR       ,tructions. express requ
41891,1776,77,5,3,5033.31,0.00,0.02,N,O,1995-09-15,1995-08-08,1995-10-05,DELIVER IN PERSON        ,AIR       ,o beans. furiously express reques
41894,1576,77,1,27,39894.39,0.07,0.07,N,O,1998-09-25,1998-09-19,1998-10-17,DELIVER IN PERSON        ,AIR       ,carefully accounts. furiously unusual req
41922,1956,45,3,14,26011.30,0.04,0.04,R,F,1993-11-07,1993-11-04,1993-11-09,DELIVER IN PERSON        ,AIR       ,sly even packages 
41922,361,18,4,13,16397.68,0.08,0.02,A,F,1993-11-05,1993-12-03,1993-11-27,DELIVER IN PERSON        ,AIR       ,ly even requests. fluffily silent f
41954,1539,20,3,9,12964.77,0.10,0.00,N,O,1996-07-14,1996-07-30,1996-08-12,DELIVER IN PERSON        ,AIR       , nag fluffily along the fluffily bo
41988,1844,74,2,28,48883.52,0.10,0.05,A,F,1994-02-07,1994-04-02,1994-02-19,DELIVER IN PERSON        ,AIR       ,er the unusual
42018,701,2,1,1,1601.70,0.10,0.07,N,O,1996-11-29,1996-11-12,1996-12-14,DELIVER IN PERSON        ,AIR       ,s boost accordin
42054,299,54,1,11,13192.19,0.03,0.08,A,F,1992-10-08,1992-12-12,1992-10-19,DELIVER IN PERSON        ,AIR       ,", regular requests are carefully. r"
42087,989,24,3,23,43469.54,0.02,0.07,N,O,1997-07-20,1997-05-23,1997-07-28,DELIVER IN PERSON        ,AIR       ,uffily along the quickly ev
42118,817,18,6,14,24049.34,0.01,0.04,N,O,1996-10-24,1996-08-23,1996-11-13,DELIVER IN PERSON        ,AIR       ,y ironic theodolites.
42176,159,38,1,26,27537.90,0.00,0.07,N,O,1998-02-23,1998-03-18,1998-03-21,DELIVER IN PERSON        ,AIR       ,gle furiously furiously ironic p
42215,193,72,2,15,16397.85,0.00,0.05,A,F,1993-11-24,1993-12-17,1993-12-15,DELIVER IN PERSON        ,AIR       ,ost furiously furiously ironic packag
42279,944,47,3,19,35053.86,0.02,0.01,R,F,1994-10-21,1994-09-23,1994-11-17,DELIVER IN PERSON        ,AIR       ,ial accounts use across the bl
42306,1438,56,2,9,12054.87,0.07,0.01,A,F,1992-10-11,1992-10-18,1992-10-29,DELIVER IN PERSON        ,AIR       ,uses. deposits de
42308,1236,37,2,10,11372.30,0.06,0.08,R,F,1994-08-26,1994-07-25,1994-09-16,DELIVER IN PERSON        ,AIR       ,ajole quickly fi
42403,1515,96,6,12,16998.12,0.06,0.00,R,F,1994-08-27,1994-08-29,1994-09-25,DELIVER IN PERSON        ,AIR       ,"al sheaves. ironic, special pinto b"
42434,222,4,2,3,3366.66,0.01,0.06,N,O,1998-01-24,1998-03-28,1998-01-25,DELIVER IN PERSON        ,AIR       , accounts above the 
42438,761,26,7,17,28249.92,0.03,0.07,N,O,1997-12-21,1998-01-28,1998-01-10,DELIVER IN PERSON        ,AIR       ,"lar instructions. special, speci"
42466,1449,28,1,28,37812.32,0.09,0.03,A,F,1994-05-26,1994-05-31,1994-06-21,DELIVER IN PERSON        ,AIR       ,r foxes are carefully; final 
42528,1826,56,4,27,46651.14,0.06,0.03,A,F,1993-05-28,1993-05-01,1993-06-12,DELIVER IN PERSON        ,AIR       ,haggle furiou
