integer-1,varchar-32,varchar-32,integer-1
19989,Jeep,Wrangler,774
19989,Mitsubishi,Outlander,1535
19997,GMC,Safari,6105
20015,Mitsubishi,Outlander Sport,163
20017,Audi,RS4,2488
20017,Buick,Skylark,2676
20018,Chevrolet,Malibu,2609
20020,GMC,1500 Club Coupe,6125
20027,Pontiac,Grand Prix,4250
20034,Saab,9-2X,5464
20039,Lamborghini,Diablo,5987
20051,BMW,Z4 M Roadster,888
20052,Honda,Accord,5610
20052,Audi,TT,7747
20068,Honda,Civic,6664
20076,Mazda,Protege,5850
20091,Chevrolet,Silverado 1500,749
20094,BMW,M3,4675
20109,Oldsmobile,88,5064
20120,Chevrolet,S10,1558
20139,Chevrolet,Silverado 2500,5301
20146,Volkswagen,Jetta,7860
20162,Dodge,Ram Van 1500,4472
20169,Chevrolet,Suburban 2500,7155
20172,Honda,Odyssey,4037
20180,Hyundai,Tiburon,1676
20184,Saab,9-5,2539
20203,Toyota,Solara,3482
20215,Chevrolet,Express 3500,47
20220,Cadillac,CTS,2390
20224,Pontiac,G6,5363
20231,GMC,2500 Club Coupe,2244
20255,Saturn,S-Series,7354
20301,Mazda,CX-9,6948
20312,Buick,Skylark,1080
20313,Mazda,Tribute,1751
20339,Lexus,RX,5417
20346,Ford,Thunderbird,4168
20346,Mercedes-Benz,E-Class,4907
20347,Ford,Bronco,1209
20354,Volkswagen,GTI,1560
20354,Volkswagen,Passat,4324
20383,GMC,1500 Club Coupe,4926
20387,Plymouth,Volare,4998
20387,Ford,Expedition EL,5229
20390,Honda,Element,1722
20400,Buick,LeSabre,2332
20410,Honda,CR-V,4225
20424,Maserati,Quattroporte,7488
20425,Ford,E350,5744
20437,Jeep,Wrangler,672
20452,Dodge,Neon,1563
20455,Ford,Contour,5127
20461,Mazda,RX-7,981
20469,Ford,Aerostar,6155
20476,Lamborghini,Gallardo,1884
20479,Volvo,XC90,1187
20487,Dodge,Ram Van 2500,5552
20496,Lamborghini,Murciélago,1805
20498,Lincoln,MKZ,3884
20500,Subaru,Forester,272
20509,Suzuki,SX4,4181
20512,BMW,525,4239
20516,Honda,Ridgeline,7503
20523,Mercedes-Benz,300TE,483
20528,Mercury,Topaz,373
20530,Saturn,Ion,7817
20556,Mitsubishi,Diamante,3627
20583,Lamborghini,Gallardo,4194
20593,Ford,Thunderbird,5944
20598,Subaru,Impreza WRX,2475
20598,Chrysler,PT Cruiser,4488
20600,Chrysler,LHS,5341
20609,GMC,Savana 3500,7174
20625,Mazda,MX-3,7328
20627,Toyota,Tacoma,7042
20652,Suzuki,SX4,6010
20666,Cadillac,CTS,6144
20670,Pontiac,Grand Am,7659
20678,Ford,Ranger,4811
20680,Pontiac,Sunbird,5273
20709,BMW,760,1085
20709,Mercedes-Benz,CLK-Class,1901
20721,Ford,Expedition,4587
20733,Mercury,Mountaineer,7771
20742,Suzuki,XL-7,5583
20773,Volkswagen,rio,4814
20813,GMC,Safari,5982
20830,Chevrolet,Aveo,4860
20831,Dodge,Ram 2500,361
20845,Mazda,MX-5,3362
20876,Chrysler,Concorde,6298
20898,Chevrolet,G-Series G30,699
20900,Pontiac,Torrent,938
20912,Mitsubishi,Mighty Max,5716
20930,Suzuki,X-90,5576
20966,Chevrolet,S10,4313
20967,Nissan,Xterra,7226
20970,Land Rover,LR3,5614
20974,Ford,LTD,5197
20990,Ford,Transit Connect,6995
21031,Audi,200,3282
21044,Volvo,S80,2196
21050,Infiniti,Q,1543
21057,Infiniti,FX,6659
21058,Subaru,Impreza,2537
21065,Toyota,Celica,6200
21072,Toyota,Tundra,3457
21083,Land Rover,Range Rover,7739
21085,Mazda,626,2128
21085,Audi,S8,5592
21106,Audi,Q5,6689
21120,Pontiac,Aztek,7330
21149,Chevrolet,Suburban 2500,7151
21160,Mercedes-Benz,600SL,5116
21172,Dodge,Viper,3748
21182,Hummer,H2,6647
21189,Jeep,Wrangler,7448
21197,Chrysler,Voyager,7688
21205,Lotus,Esprit,6712
21210,GMC,Yukon XL 2500,4742
21222,Audi,A3,3183
21224,Jeep,Wrangler,2628
21226,Mercury,Cougar,5375
21247,GMC,Suburban 1500,5423
21256,Mazda,Mazdaspeed6,3027
21265,GMC,Savana 3500,7775
21294,GMC,3500,5113
21308,Cadillac,DeVille,212
21321,Volvo,V40,233
21327,Chevrolet,Blazer,6033
21344,Lincoln,Town Car,1633
21382,GMC,Yukon,7735
21391,Cadillac,Escalade ESV,949
21402,Hyundai,XG350,3113
21403,Volvo,S60,4808
21412,Nissan,Pathfinder,5490
21440,Toyota,Celica,7216
21459,Mercedes-Benz,M-Class,5579
21459,Pontiac,Grand Prix,7611
21526,Ford,F350,4440
21526,Ford,F250,6912
21537,Ford,Aerostar,5869
21545,Volkswagen,GTI,5036
21545,Oldsmobile,Custom Cruiser,6034
21547,GMC,Savana 1500,3406
21556,Honda,CR-V,552
21560,Scion,xD,429
21577,Dodge,Stealth,3616
21578,Oldsmobile,Achieva,947
21580,Aston Martin,Vantage,6496
21581,Ford,Econoline E250,5653
21594,Honda,Passport,496
21602,Suzuki,Swift,5442
21611,Chevrolet,APV,576
21611,Mercedes-Benz,SL-Class,5882
21612,Lincoln,Zephyr,5518
21618,GMC,2500,3205
21621,Mercedes-Benz,C-Class,3447
21641,Lexus,ES,5559
21644,Foose,Hemisfear,2947
21656,Ford,GT500,3840
21660,Chrysler,PT Cruiser,6406
21662,Jeep,Cherokee,5665
21668,Pontiac,G6,7961
21679,Nissan,Versa,1029
21685,Dodge,Ram Wagon B150,4370
21686,Chevrolet,Express 1500,2397
21689,Chevrolet,Beretta,871
21690,Chevrolet,Corvette,6949
21719,Nissan,Versa,6503
21723,Dodge,Ram Van 2500,1086
21724,Ford,E-Series,7146
21734,Audi,TT,6900
21745,Toyota,Avalon,4940
21745,Nissan,Leaf,6284
21748,Mercedes-Benz,300SE,3082
21753,Chevrolet,Volt,2666
21759,Volkswagen,Golf III,5056
21763,Nissan,300ZX,1246
21786,Infiniti,G35,2141
21805,GMC,Yukon,946
21814,Bentley,Arnage,595
21827,Lincoln,Town Car,1979
21847,Smart,Fortwo,3170
21853,Kia,Sedona,3109
21856,GMC,Yukon,4716
21861,Buick,Park Avenue,4188
21871,GMC,Rally Wagon 2500,5603
21881,Porsche,944,4498
21884,Suzuki,Grand Vitara,375
21884,GMC,EV1,7482
21894,Lexus,ES,5878
21907,Nissan,Maxima,902
21907,Nissan,280ZX,7350
21917,Chrysler,PT Cruiser,2152
21933,Mazda,Mazda6,490
21959,Infiniti,QX,1576
21968,Mercedes-Benz,Sprinter,4875
21970,Ford,Edge,1875
21971,Dodge,Dakota,6347
21972,Dodge,Spirit,5893
21984,Plymouth,Colt,4131
22005,Cadillac,Fleetwood,2012
22007,Toyota,Solara,3857
22008,Toyota,Corolla,1806
22018,Isuzu,Rodeo,2860
22019,Buick,Rainier,1425
22022,Mitsubishi,Mighty Max Macro,1886
22035,Audi,100,924
22040,Ford,Escort ZX2,2557
22042,Hyundai,Elantra,2312
22042,Mercedes-Benz,SLK-Class,7081
22059,Saab,9-5,6622
22063,Ford,Expedition,2077
22069,Acura,TL,4566
22094,Pontiac,Grand Am,5484
22096,BMW,M3,1094
22101,Buick,Rainier,5181
22105,Dodge,Ram Wagon B150,942
22116,Volvo,XC70,615
22131,Acura,Legend,933
22135,Maybach,57,6397
22142,Ford,Taurus,4971
22143,Lexus,ES,4706
22152,Mazda,Mazda6,711
22160,Audi,S5,6677
22170,Mitsubishi,Endeavor,1141
22172,Mitsubishi,Truck,2431
22177,Plymouth,Colt,69
22189,Toyota,Previa,1662
22192,Plymouth,Voyager,7676
22204,Maserati,Spyder,2440
22224,Dodge,Durango,2058
22234,Ford,F250,4578
22239,Buick,Skyhawk,3702
22248,Mazda,929,6538
22273,Nissan,Altima,4142
22279,GMC,Yukon XL 1500,304
22286,GMC,Vandura 3500,7185
22291,Infiniti,FX,2225
22291,Mercedes-Benz,SL-Class,5720
22298,Toyota,Corolla,3809
22298,Chevrolet,HHR,5503
22306,Buick,Electra,7603
22318,Chevrolet,Camaro,4965
22326,BMW,1 Series,1827
22327,Suzuki,SJ,4062
22345,Ford,Taurus,7417
22352,Honda,Civic Si,2757
22362,Dodge,Caravan,4257
22366,Buick,Lucerne,7743
22367,Mitsubishi,Mirage,978
22375,Rolls-Royce,Phantom,2951
22375,Ford,Mustang,6524
22379,Chevrolet,Impala SS,2184
22383,Ford,E150,1098
22396,Cadillac,Escalade,1641
22410,Chevrolet,TrailBlazer,2305
22418,Toyota,Corolla,3401
22458,Mazda,Mazda6,1739
22468,Chevrolet,Silverado Hybrid,3516
22469,Honda,Insight,4698
22487,Mitsubishi,Diamante,4640
22488,Toyota,4Runner,4644
22502,Jaguar,XJ Series,2315
22504,Plymouth,Breeze,881
22507,BMW,650,526
22507,Chevrolet,LUV,4992
22518,GMC,3500 Club Coupe,1017
22518,Mazda,B-Series Plus,5935
22537,Ford,Explorer,7620
22539,Ford,Expedition,6446
22545,Toyota,RAV4,6505
22549,Volkswagen,Golf,2377
22551,Ferrari,599 GTB Fiorano,6703
22552,Subaru,Impreza,4795
22558,Suzuki,Vitara,6132
22585,Volkswagen,Golf,1947
22612,GMC,Savana 3500,3992
22657,Ford,F-Series,1194
22659,Toyota,Prius,4938
22669,Maserati,Spyder,157
22698,Chevrolet,Lumina,2201
22699,Mazda,MX-5,7803
22700,Toyota,Matrix,480
22700,Chevrolet,Venture,1938
22700,Ford,Econoline E150,2536
22720,Audi,RS4,6764
22725,Cadillac,CTS-V,6111
22734,Audi,RS 4,7661
22741,Honda,Ridgeline,5943
22763,GMC,Yukon XL 2500,5946
22775,Land Rover,LR4,7312
22780,Ford,Thunderbird,4692
22786,Honda,Accord Crosstour,3117
22822,Mitsubishi,Galant,7904
22824,Infiniti,FX,7971
22827,Chevrolet,Express 2500,2040
22830,Hummer,H2,2272
22835,Mitsubishi,Galant,7145
22837,Hyundai,Accent,6855
22840,Ford,F-Series,424
22870,Acura,Legend,5112
22878,Mercedes-Benz,CL-Class,1656
22883,Pontiac,Daewoo Kalos,6895
22902,Volvo,S80,7980
22915,Chevrolet,APV,3079
22931,Toyota,Truck Xtracab SR5,1511
22945,BMW,Z8,7632
22952,Suzuki,Daewoo Lacetti,6706
22967,Hyundai,Accent,2072
22974,Mazda,626,4337
22999,Aptera,Typ-1,635
23000,BMW,X6,580
23004,Plymouth,Sundance,7549
23015,Dodge,Ram Van 3500,2847
23017,Cadillac,DTS,2599
23029,Audi,R8,7636
23042,Saab,9-5,6903
23053,Ford,Expedition EL,292
23108,Mercedes-Benz,S-Class,7159
23114,Mercedes-Benz,CL-Class,5438
23121,Chevrolet,Impala,7545
23128,Ford,Aerostar,1329
23145,Toyota,Prius,3701
23145,Subaru,Outback,5101
23145,Chevrolet,3500,5835
23147,Volkswagen,Passat,5709
23186,Ford,F150,7377
23191,Mazda,626,819
23206,Jeep,Grand Cherokee,3640
23228,Toyota,Tundra,3031
23238,Chevrolet,G-Series G30,3041
23270,Toyota,Sequoia,1091
23280,Mercedes-Benz,S-Class,3988
23307,Saturn,Aura,1127
23316,Chevrolet,Classic,4829
23324,Volvo,V70,585
23369,Volkswagen,Passat,6
23381,Plymouth,Breeze,2957
23395,Dodge,Ram 1500 Club,2403
23406,Mercedes-Benz,300E,1765
23428,Corbin,Sparrow,93
23464,Cadillac,Escalade ESV,7121
23492,Pontiac,Grand Prix,5514
23506,Ford,Mustang,4978
23512,Mercedes-Benz,SLR McLaren,7540
23517,Porsche,928,7975
23529,Ford,E-Series,1216
23529,Hyundai,XG350,5815
23558,Suzuki,SX4,2613
23562,Volvo,V70,1783
23570,Chevrolet,Blazer,6375
23583,Hummer,H1,1303
23586,Dodge,Grand Caravan,7381
23588,Kia,Rondo,2023
23597,GMC,Vandura 2500,2260
23611,Pontiac,Bonneville,747
23621,Dodge,Ram Wagon B250,912
23627,Mercedes-Benz,SL-Class,3297
23627,Isuzu,Stylus,7027
23631,Nissan,Versa,3897
23638,Audi,S6,4819
23639,Chrysler,Fifth Ave,3349
23644,Oldsmobile,Achieva,7053
23655,Ford,Freestar,6639
23657,Hyundai,Equus,7097
23663,Toyota,Land Cruiser,2653
23675,Audi,A8,427
23680,Plymouth,Reliant,7262
23684,Subaru,Legacy,3613
23698,Porsche,928,6054
23717,Mitsubishi,Lancer Evolution,44
23718,Acura,TL,7536
23730,Mitsubishi,RVR,4537
23758,Lexus,GS,6565
23759,Toyota,Highlander,6599
23776,Nissan,Altima,5564
23776,Chevrolet,2500,7594
23784,Chevrolet,Sonic,5609
23790,Audi,A4,4170
23805,Toyota,Avalon,6137
23807,Honda,S2000,7246
23812,Mitsubishi,L300,2277
23847,GMC,Sierra,1524
23853,Audi,S8,5436
23860,Mitsubishi,Montero,1058
23872,Dodge,Ram 2500,5453
23916,Ford,Expedition EL,7213
23920,Hummer,H3T,3042
23930,Mercedes-Benz,S-Class,3481
23931,Chrysler,PT Cruiser,378
23937,Audi,A7,3683
23954,Pontiac,Grand Prix,1103
23983,Ford,Excursion,3664
23994,Chevrolet,Malibu,6877
23997,Mercedes-Benz,S-Class,5467
24009,Honda,Civic,7080
24023,Hyundai,Sonata,524
24030,Suzuki,SJ,5404
24043,Pontiac,Firebird,350
24046,Honda,Accord,5276
24050,Chevrolet,Astro,3013
24057,Chevrolet,Express 3500,6092
24058,Dodge,Omni,7400
24068,Toyota,T100,41
24075,Volkswagen,Phaeton,724
24082,Lincoln,Navigator,4489
24088,Daewoo,Lanos,6489
24090,GMC,Savana,414
24100,Mercedes-Benz,S-Class,7652
24103,Chevrolet,Colorado,5832
24106,Chevrolet,Volt,4743
24155,Mitsubishi,Endeavor,2454
24172,Mitsubishi,Montero,7587
24190,Land Rover,Defender,5138
24204,Volkswagen,Jetta,6658
24213,Jeep,Liberty,6818
24238,Lexus,GS,3357
24258,Mitsubishi,Sigma,42
24296,Lamborghini,Countach,2852
24324,Ford,Econoline E150,6066
24329,Audi,S4,1468
24352,Ford,Aspire,3057
24365,Mercedes-Benz,SL-Class,5463
24368,Dodge,Ram Van B350,5100
24408,BMW,X5,3654
24415,Scion,xB,1010
24431,GMC,Savana 3500,1881
24446,Chevrolet,Aveo,412
24450,Audi,riolet,7964
24461,Lincoln,Mark LT,2199
24481,Pontiac,Sunfire,3070
24498,Mazda,626,5694
24505,Aston Martin,DB9,7912
24509,Volvo,S40,1538
24512,Land Rover,Range Rover Sport,612
24516,Nissan,Sentra,995
24534,Toyota,T100,7823
24545,Dodge,Ram 2500,358
24588,Pontiac,Sunfire,7723
24595,Toyota,Echo,5243
24596,Nissan,Sentra,3509
24601,Ford,Contour,1383
24603,Toyota,Celica,6632
24612,Lexus,GS,3875
24627,Toyota,Yaris,6864
24631,Ford,EXP,2546
24632,Chevrolet,3500,1337
24647,Mercedes-Benz,C-Class,7938
24650,Acura,SLX,369
24686,Audi,A3,5755
24695,Hyundai,Genesis,4150
24700,Mitsubishi,Eclipse,1757
24732,Isuzu,Ascender,3053
24740,Nissan,Pathfinder,6569
24776,Volkswagen,Golf,4230
24790,Dodge,Viper,6193
24827,Acura,SLX,3907
24864,Mazda,Miata MX-5,7914
24866,Chevrolet,Caprice Classic,2712
24871,Audi,A6,6441
24883,Hyundai,Elantra,6771
24884,Nissan,GT-R,5440
24921,Oldsmobile,98,6978
24922,Oldsmobile,Cutlass Supreme,602
24938,Hyundai,Sonata,5361
24951,Volkswagen,riolet,4025
24960,Mazda,Miata MX-5,1323
24962,Cadillac,SRX,6113
24964,Lincoln,Navigator L,2777
24980,Chevrolet,Tahoe,5347
24982,Land Rover,LR4,65
24985,Chrysler,LHS,7700
24998,Nissan,Titan,5491
25005,Chevrolet,Silverado 2500,880
25014,Buick,Terraza,7016
25049,Pontiac,Sunbird,336
25062,Dodge,Ram Wagon B350,3910
25064,Mercedes-Benz,SLK-Class,3887
25081,Nissan,Frontier,5014
25084,Chevrolet,2500,7855
25085,Ford,Festiva,5435
25086,Dodge,Ram Wagon B250,452
25087,Cadillac,STS,4438
25092,Nissan,Altima,481
25097,Ford,F-Series,2679
25113,Hyundai,Sonata,3987
25119,Chevrolet,Caprice,6084
25122,Cadillac,Eldorado,5957
25131,BMW,3 Series,5817
25140,Volkswagen,GTI,3432
25151,Chevrolet,Astro,3560
25152,Chevrolet,Blazer,198
25155,Suzuki,Kizashi,1483
25171,Infiniti,QX56,3414
25179,Pontiac,Grand Prix,4806
25189,Suzuki,Forenza,4504
25192,BMW,Z4 M,420
25194,Volvo,C70,4891
25219,Mercury,Sable,1448
25227,Mitsubishi,Diamante,3208
25242,Cadillac,Seville,2333
25256,Cadillac,CTS,7727
25257,Buick,Park Avenue,4059
25277,Toyota,Corolla,6758
25279,Mercedes-Benz,C-Class,7091
25281,Acura,MDX,4309
25284,Toyota,Avalon,7165
25286,Mercedes-Benz,R-Class,4429
25311,Ford,Taurus,23
25312,GMC,1500,2571
25318,Mercedes-Benz,M-Class,842
25319,Ford,F150,5937
25321,Ford,F-Series,4967
25371,Kia,Spectra,5834
25381,GMC,Savana 1500,7142
25404,Chevrolet,Tahoe,287
25412,Buick,Enclave,3934
25423,Bentley,Arnage,4539
25429,Smart,Fortwo,4493
25438,Mazda,CX-7,3011
25440,Audi,A3,6917
25445,Mitsubishi,Precis,221
25448,Ford,LTD Crown Victoria,3674
25463,Plymouth,Laser,1032
25467,Toyota,Corolla,4801
25495,Lexus,LS,2587
25495,Toyota,Tundra,7353
25551,Lincoln,Navigator L,1089
25563,BMW,3 Series,191
25577,Mitsubishi,Lancer Evolution,3611
25594,Pontiac,Aztek,4871
25622,Mercury,Cougar,6813
25650,Mitsubishi,Montero,2583
25675,Ford,Tempo,4968
25690,Kia,Sportage,2882
25728,BMW,8 Series,1694
25730,Ford,F350,7275
25734,Pontiac,GTO,7706
25749,Mazda,Miata MX-5,5515
25751,BMW,Z8,2640
25773,Land Rover,Range Rover Sport,1370
25780,Chevrolet,Camaro,1456
25780,BMW,3 Series,6865
25795,Pontiac,Firebird Formula,7796
25846,Chevrolet,Traverse,4176
25848,Ford,Thunderbird,2259
25856,Nissan,JUKE,5062
25858,Mitsubishi,Pajero,3990
25860,BMW,8 Series,695
25936,Dodge,Stratus,2497
25958,Ford,Thunderbird,979
25968,Oldsmobile,88,2071
25994,Ford,Thunderbird,5520
26015,Toyota,Sequoia,4065
26020,Ford,Escape,2101
26027,GMC,Savana,7936
26040,BMW,X6,5542
26047,Acura,NSX,6739
26049,Infiniti,M,5149
26059,GMC,Savana,3700
26078,Toyota,Avalon,4262
26090,GMC,Sierra 1500,447
26098,Aston Martin,V12 Vantage,6573
26105,Hyundai,Accent,1169
26108,Ford,F250,7635
26110,Mercedes-Benz,S-Class,5210
26132,Toyota,Avalon,3948
26162,Ford,LTD,334
26168,Pontiac,Grand Am,5159
26175,Volvo,V50,1863
26178,Jaguar,XK Series,166
26182,Panoz,Esperante,4526
26202,Suzuki,XL-7,1140
26203,Lexus,GS,5321
26215,Dodge,Ram 1500,4930
26240,Chevrolet,Cavalier,644
26244,Ford,Windstar,2567
26296,Honda,Civic,2371
26297,Daihatsu,Rocky,2218
26302,Chrysler,PT Cruiser,4417
26304,Scion,xB,6922
26309,Toyota,Tacoma,2907
26309,Nissan,Frontier,3998
26310,Toyota,Venza,5170
26317,Nissan,Sentra,4989
26327,Volvo,C30,1304
26327,Chevrolet,Astro,4393
26330,Acura,NSX,3524
26346,Mitsubishi,i-MiEV,532
26369,Dodge,Stratus,3753
26385,Suzuki,Swift,3732
26385,Hummer,H2 SUV,7111
26390,BMW,5 Series,2406
26394,Scion,tC,4344
26397,Volvo,V40,5281
26421,Aston Martin,Vantage,5317
26424,GMC,Sierra 3500,523
26436,Oldsmobile,Bravada,2500
26439,Pontiac,Bonneville,7441
26443,Chevrolet,Lumina,2897
26471,Jeep,Liberty,6797
26477,Toyota,Sequoia,6642
26477,Lincoln,MKX,6874
26502,Buick,Skylark,1053
26505,Pontiac,Grand Prix,5040
26511,Dodge,Challenger,6679
26528,Dodge,Nitro,6396
26530,Chevrolet,Malibu,1850
26531,Corbin,Sparrow,1968
26533,Dodge,Challenger,5118
26540,BMW,525,3820
26540,Dodge,Ramcharger,6170
26551,BMW,M3,1365
26556,Chevrolet,Silverado,7278
26559,Ford,Thunderbird,6673
26562,MINI,Clubman,4124
26563,Pontiac,Vibe,2600
26567,Jeep,Grand Cherokee,606
26567,Dodge,Dakota,2854
26571,Pontiac,Grand Prix,5867
26571,Chevrolet,Silverado 3500,6918
26573,Chevrolet,G-Series G30,4357
26577,Chevrolet,Avalanche,6841
26579,Ford,Mustang,4273
26580,Ford,Expedition,3965
26584,Dodge,Stratus,1193
26590,Mercedes-Benz,SLS-Class,1357
26612,GMC,Savana 3500,5663
26620,Dodge,Intrepid,5764
26622,Toyota,Supra,258
26627,Toyota,Land Cruiser,2590
26632,Nissan,Xterra,3122
26635,MINI,Cooper,773
26635,Infiniti,FX,7609
26674,Pontiac,Grand Am,2316
26683,Ford,Econoline E150,5712
26685,Toyota,Tacoma Xtra,1002
26687,Pontiac,Firebird,5481
26696,Volkswagen,Tiguan,32
26702,Pontiac,Trans Sport,6512
26706,Acura,TL,6419
26709,BMW,X3,1438
26715,Ford,E250,3666
26719,Chrysler,Crossfire,3276
26739,Suzuki,SJ,2322
26752,Mercedes-Benz,300TE,5703
26764,Aston Martin,V8 Vantage,7184
26771,Volkswagen,GTI,3513
26785,Isuzu,Axiom,2054
26801,Kia,Rio,3452
26804,Mazda,MX-5,5754
26812,Pontiac,Grand Am,6296
26829,Lincoln,Aviator,5864
26829,Ford,Fairlane,7888
26849,Nissan,240SX,927
26870,Chevrolet,Express 3500,2188
26899,Dodge,Ram Van 3500,3866
26903,Maserati,GranTurismo,593
26926,Toyota,Camry,1671
26929,Audi,100,1551
26938,Dodge,Ram 1500,1331
26940,Dodge,Ram Van B350,7979
26948,Mitsubishi,Truck,4180
26954,Chevrolet,Express 1500,1280
26968,Porsche,Boxster,6210
26970,Pontiac,LeMans,7130
26972,Dodge,Grand Caravan,7467
26976,Mercedes-Benz,SL-Class,2682
26993,Aston Martin,DB9,5387
26996,Chevrolet,Express 3500,3083
26999,BMW,M,7995
27006,Chevrolet,Express 1500,1761
27015,BMW,6 Series,7765
27016,Volvo,S80,451
27031,Eagle,Summit,1195
27038,Honda,Civic,4685
27040,Mitsubishi,Montero Sport,4522
27074,Cadillac,DTS,4301
27084,Honda,Civic GX,1287
27088,Volvo,V90,2787
27131,Toyota,Corolla,4141
27135,Scion,xB,244
27202,Nissan,Pathfinder,2024
27264,Suzuki,Grand Vitara,4097
27296,Suzuki,Grand Vitara,6833
27303,Plymouth,Laser,1700
27303,Audi,A8,7690
27313,Suzuki,Grand Vitara,607
27328,Hyundai,Sonata,7427
27344,Chevrolet,3500,2179
27357,Honda,Prelude,6462
27372,Ford,Contour,4206
27389,Maserati,Coupe,885
27395,Chevrolet,Express,6751
27409,Lexus,SC,5972
27415,Ford,Taurus,3808
27444,Cadillac,DeVille,5532
27462,Volkswagen,GTI,7394
27486,Cadillac,CTS-V,2505
27516,Saab,900,6604
27521,Hummer,H1,5999
27523,Toyota,Land Cruiser,5402
27540,Pontiac,Firebird,7230
27543,Volkswagen,Tiguan,2819
27545,Buick,Rendezvous,1610
27564,Jaguar,S-Type,4817
27565,Lincoln,MKS,877
27571,Hyundai,Sonata,7623
27580,Nissan,Versa,5362
27590,Acura,RDX,5018
27594,Chrysler,Sebring,7694
27596,Buick,Century,1147
27600,Toyota,Corolla,2566
27612,Cadillac,CTS,476
27621,Ford,E250,1374
27623,Maserati,Quattroporte,5236
27634,Buick,Century,2782
27638,Lincoln,Continental,5945
27642,Mazda,Mazda2,4028
27657,Oldsmobile,Ciera,2182
27662,Mitsubishi,Eclipse,6671
27664,Volkswagen,Cabriolet,7000
27675,Land Rover,Range Rover Classic,3398
27675,Volkswagen,Jetta,4864
27685,GMC,Yukon XL 1500,973
27687,Ford,Econoline E350,3692
27717,Aston Martin,DB9,6521
27719,Chrysler,New Yorker,4158
27738,Mercury,Tracer,6152
27751,Aston Martin,V8 Vantage,4516
27786,Infiniti,G,5961
27799,Mercedes-Benz,S-Class,845
27800,Mitsubishi,Mighty Max,2802
27802,Toyota,Tercel,7188
27826,Isuzu,Oasis,2655
27839,Lincoln,Town Car,237
27895,Chevrolet,Cobalt SS,6378
27925,Toyota,4Runner,7564
27948,Volkswagen,New Beetle,131
27949,Mitsubishi,Galant,1286
27952,Kia,Rondo,4720
27959,Acura,TSX,4414
27961,Volkswagen,New Beetle,1480
27961,Chevrolet,Corvette,5914
27971,Dodge,Journey,2224
27972,Ford,E250,7037
27974,Lamborghini,Gallardo,5240
27997,Volkswagen,Passat,3954
28005,Acura,NSX,4004
28009,Cadillac,STS,3608
28013,BMW,M6,6083
28027,Infiniti,G,2677
28030,GMC,Sierra 1500,5669
28052,Kia,Forte,6354
28070,Volkswagen,Jetta,7909
28076,Chevrolet,Caprice Classic,1273
28077,Mercedes-Benz,600SEC,1944
28089,Suzuki,Grand Vitara,5372
28113,Honda,Insight,3021
28146,GMC,Sierra 2500,1851
28152,Chrysler,Cirrus,6183
28165,Ferrari,F430,719
28171,Ford,Excursion,2245
28184,Jeep,Liberty,6930
28187,Mazda,B-Series,1168
28188,Nissan,Leaf,6541
28192,Toyota,Avalon,4549
28207,Maserati,Biturbo,3275
28220,Chevrolet,Venture,4109
28225,Dodge,Shadow,5270
28231,Kia,Sportage,3468
28249,Toyota,Supra,3243
28259,Cadillac,DeVille,1126
28259,Lotus,Evora,7704
28266,Toyota,Land Cruiser,1202
28270,Porsche,911,1070
28273,Volkswagen,GTI,7588
28280,Dodge,Charger,631
28286,Mazda,Navajo,3872
28325,Volvo,940,802
28334,Hyundai,Genesis Coupe,753
28362,Chevrolet,Lumina APV,4432
28363,GMC,Yukon XL 1500,5613
28382,Porsche,Boxster,6713
28384,Mazda,Mazda6,3058
28410,Saturn,S-Series,3168
28420,Chevrolet,Tahoe,5789
28432,Volvo,S80,700
28446,Mercury,Mystique,5429
28458,Buick,Century,7396
28470,Pontiac,GTO,1533
28473,Hyundai,Elantra,2769
28491,Mitsubishi,Montero,473
28494,Mitsubishi,Challenger,5090
28511,Chevrolet,Silverado 2500,3076
28544,Cadillac,Escalade ESV,6572
28562,Mercury,Sable,4351
28563,Chevrolet,Cobalt,688
28567,Mazda,MX-5,850
28593,Chevrolet,Silverado 1500,5985
28609,Mitsubishi,Montero,1055
28621,Ford,Tempo,4738
28647,Ford,Thunderbird,5346
28655,BMW,6 Series,900
28657,Dodge,Spirit,5695
28670,Toyota,Corolla,3603
28670,Pontiac,G5,4700
28675,Pontiac,Sunfire,2889
28698,Mazda,Mazdaspeed 3,2191
28717,Maserati,Quattroporte,1414
28724,Hyundai,Genesis,7033
28727,Honda,S2000,3403
28734,Pontiac,Grand Prix,7561
28743,Lotus,Elise,7875
28751,Chrysler,300M,7314
28761,Volkswagen,New Beetle,6257
28764,Mazda,Tribute,3629
28774,Volvo,V70,645
28776,Mazda,MPV,288
28777,Buick,Electra,1075
28788,Kia,Sorento,4013
28791,Toyota,Tacoma Xtra,6317
28792,Ford,F150,1389
28801,Subaru,Outback,2116
28807,Chevrolet,1500,643
28823,Hyundai,Tiburon,2895
28823,Hyundai,Tiburon,3731
28823,Kia,Mohave/Borrego,3744
28839,Pontiac,Vibe,4161
28839,Mercedes-Benz,SLK-Class,6628
28840,Ford,F350,2449
28844,Mercury,Topaz,7643
28857,Ford,Transit Connect,2264
28857,Infiniti,I,2321
28863,Ford,Econoline E250,2265
28872,Volkswagen,Passat,3747
28884,GMC,Sierra 3500,2241
28890,Subaru,XT,1338
28893,Honda,S2000,4252
28901,Ford,LTD Crown Victoria,972
