integer-1,decimal-1,decimal-1,decimal-1
14257,9.00,10541.25,0.05
14375,9.00,11604.33,0.07
14437,20.00,27028.60,0.03
14457,4.00,5485.80,0.09
14483,28.00,39129.44,0.09
14501,18.00,25479.00,0.05
14518,9.00,12892.59,0.10
14526,22.00,31691.44,0.09
14537,30.00,43545.90,0.01
14590,1.00,1504.59,0.03
14613,23.00,35135.03,0.00
14623,29.00,44590.98,0.02
14675,2.00,3179.34,0.01
14684,21.00,33572.28,0.02
14710,22.00,35743.62,0.03
14743,8.00,13261.92,0.08
14749,14.00,23292.36,0.05
14752,5.00,8333.75,0.04
14813,10.00,17278.10,0.06
14854,24.00,42452.40,0.06
14976,24.00,45383.28,0.09
15004,18.00,16542.00,0.03
15025,27.00,25380.54,0.05
15100,15.00,15226.50,0.06
15149,12.00,12769.68,0.06
15150,12.00,12781.80,0.06
15270,14.00,16593.78,0.05
15357,19.00,24174.65,0.08
15387,9.00,11721.42,0.10
15434,15.00,20241.45,0.06
15450,17.00,23212.65,0.06
15477,9.00,12532.23,0.05
15484,19.00,26590.12,0.06
15627,22.00,33937.64,0.00
15635,29.00,44968.27,0.04
15662,15.00,23664.90,0.01
15701,2.00,3233.40,0.08
15705,23.00,37276.10,0.09
15710,30.00,48771.30,0.03
15728,18.00,29586.96,0.00
15759,27.00,45218.25,0.07
15765,3.00,5042.28,0.05
15769,1.00,1684.76,0.09
15806,21.00,36157.80,0.06
15818,30.00,52014.30,0.05
15842,19.00,33398.96,0.07
15851,28.00,49471.80,0.09
15887,30.00,54086.40,0.01
15935,14.00,25913.02,0.04
15952,14.00,26151.30,0.02
15993,11.00,20998.89,0.10
16101,26.00,26444.60,0.07
16128,27.00,28191.24,0.04
16170,12.00,13034.04,0.08
16313,22.00,27044.82,0.10
16362,1.00,1278.36,0.01
16454,26.00,35631.70,0.10
16477,22.00,30656.34,0.02
16494,19.00,26799.31,0.06
16557,18.00,26523.90,0.09
16604,4.00,6082.40,0.07
16721,16.00,26203.52,0.08
16767,2.00,3367.52,0.09
16778,6.00,10168.62,0.01
16799,4.00,6863.16,0.05
16934,30.00,55527.90,0.06
16953,21.00,39268.95,0.02
16963,26.00,48878.96,0.08
16981,30.00,56939.40,0.08
17008,18.00,16650.00,0.03
17009,19.00,17594.00,0.01
17155,20.00,21443.00,0.03
17188,9.00,9946.62,0.01
17275,17.00,20268.59,0.07
17294,27.00,32704.83,0.06
17345,30.00,37870.20,0.01
17376,21.00,27160.77,0.08
17447,16.00,21831.04,0.05
17448,19.00,25943.36,0.06
17491,26.00,36620.74,0.00
17496,30.00,42404.70,0.05
17580,21.00,31449.18,0.08
17598,17.00,25765.03,0.01
17624,22.00,33915.64,0.04
17690,13.00,20899.97,0.06
17755,3.00,5018.25,0.00
17779,29.00,49206.33,0.06
17907,19.00,34673.10,0.04
17942,25.00,46498.50,0.00
17960,2.00,3755.92,0.07
17991,18.00,34361.82,0.01
18011,11.00,10219.11,0.09
18015,16.00,14928.16,0.02
18033,6.00,5706.18,0.10
18080,30.00,29942.40,0.02
18085,20.00,20061.60,0.07
18154,22.00,23587.30,0.00
18188,12.00,13274.16,0.09
18220,29.00,33008.38,0.09
18252,27.00,31596.75,0.06
18295,27.00,32758.83,0.03
18360,2.00,2556.72,0.07
18365,9.00,11550.24,0.02
18431,11.00,14843.73,0.04
18440,28.00,38036.32,0.10
18483,28.00,39241.44,0.07
18584,20.00,30051.60,0.02
18628,30.00,46398.60,0.09
18644,4.00,6250.56,0.06
18645,9.00,14072.76,0.10
18651,22.00,34532.30,0.00
18656,27.00,42515.55,0.09
18727,22.00,36205.84,0.06
18765,3.00,5051.28,0.07
18846,23.00,40591.32,0.05
18899,7.00,12725.23,0.03
18949,15.00,28019.10,0.03
18976,27.00,51164.19,0.09
18977,23.00,43607.31,0.08
19020,21.00,19719.42,0.07
19031,24.00,22800.72,0.03
19056,26.00,25351.30,0.09
19062,19.00,18640.14,0.02
19085,14.00,14057.12,0.08
19123,28.00,29179.36,0.06
19170,14.00,15248.38,0.08
19197,26.00,29020.94,0.05
19232,10.00,11512.30,0.02
19259,3.00,3534.75,0.04
19334,10.00,12533.30,0.05
19356,25.00,31883.75,0.08
19407,29.00,38465.60,0.10
19432,12.00,16217.16,0.10
19525,14.00,20223.28,0.03
19538,3.00,4372.59,0.10
19556,14.00,20657.70,0.04
19600,10.00,15196.00,0.03
19637,29.00,45142.27,0.10
19637,19.00,29575.97,0.06
19656,7.00,11029.55,0.07
19707,11.00,17893.70,0.02
19753,26.00,43491.50,0.02
19759,23.00,38611.25,0.01
19776,28.00,47481.56,0.05
19811,16.00,27692.96,0.05
19841,29.00,51064.36,0.09
19868,28.00,50060.08,0.03
19970,21.00,39689.37,0.04
19997,9.00,17252.91,0.02
4,17.00,15368.00,0.07
46,7.00,6622.28,0.08
48,19.00,18012.76,0.08
76,17.00,16593.19,0.10
78,19.00,18583.33,0.00
89,28.00,27694.24,0.01
145,1.00,1045.14,0.01
166,14.00,14926.24,0.09
336,16.00,19781.28,0.04
378,8.00,10226.96,0.07
382,4.00,5129.52,0.03
461,22.00,29952.12,0.04
565,21.00,30776.76,0.07
604,26.00,39119.60,0.01
637,11.00,16913.93,0.02
681,22.00,34796.96,0.08
700,20.00,32014.00,0.00
719,5.00,8098.55,0.00
747,12.00,19772.88,0.07
790,8.00,13526.32,0.07
799,7.00,11898.53,0.05
828,27.00,46678.14,0.05
892,20.00,35857.80,0.07
967,20.00,37359.20,0.03
1038,3.00,2817.09,0.03
1185,29.00,31499.22,0.00
1271,9.00,10550.43,0.03
1311,3.00,3636.93,0.07
1333,7.00,8640.31,0.00
1335,11.00,13599.63,0.07
1378,27.00,34542.99,0.07
1410,8.00,10491.28,0.06
1441,26.00,34903.44,0.03
1491,26.00,36204.74,0.03
1559,4.00,5842.20,0.04
1584,5.00,7427.90,0.05
1588,11.00,16385.38,0.03
1621,22.00,33497.64,0.08
1643,29.00,44794.56,0.05
1659,27.00,42137.55,0.04
1703,30.00,48141.00,0.05
1723,18.00,29244.96,0.03
1778,6.00,10078.62,0.00
1808,24.00,41035.20,0.06
1808,3.00,5129.40,0.03
1812,2.00,3427.62,0.05
1864,7.00,12361.02,0.05
1868,6.00,10619.16,0.00
1900,2.00,3603.80,0.01
1963,6.00,11189.76,0.03
1993,27.00,51164.73,0.04
2090,16.00,15873.44,0.05
2119,2.00,2042.22,0.01
2168,14.00,14982.24,0.04
2170,2.00,2144.34,0.01
2197,5.00,5495.95,0.06
2234,1.00,1136.23,0.08
2238,8.00,9121.84,0.06
2281,10.00,11832.80,0.05
2310,17.00,20609.27,0.09
2311,8.00,9706.48,0.01
2386,15.00,19325.70,0.03
2441,12.00,16121.28,0.09
2447,26.00,35085.44,0.08
2480,11.00,15207.28,0.10
2546,6.00,8691.24,0.06
2647,24.00,37191.36,0.03
2654,16.00,24906.40,0.02
2767,3.00,5009.28,0.04
2799,9.00,15316.11,0.06
2852,1.00,1754.85,0.04
2882,14.00,24988.32,0.08
2953,22.00,40830.90,0.10
3004,13.00,11791.00,0.00
3034,10.00,9370.30,0.04
3071,4.00,3896.28,0.03
3149,1.00,1052.14,0.01
3178,1.00,1081.17,0.10
3207,27.00,29975.40,0.00
3221,10.00,11242.20,0.08
3224,28.00,31562.16,0.07
3225,16.00,18051.52,0.09
3265,3.00,3504.78,0.08
3268,4.00,4685.04,0.07
3270,23.00,26985.21,0.08
3335,16.00,19813.28,0.03
3350,9.00,11280.15,0.05
3391,30.00,38831.70,0.03
3438,1.00,1341.43,0.04
3454,9.00,12217.05,0.05
3466,9.00,12325.14,0.05
3494,19.00,26552.31,0.05
3501,2.00,2809.00,0.09
3549,22.00,31955.88,0.05
3565,2.00,2937.12,0.09
3705,15.00,24130.50,0.10
3709,22.00,35479.40,0.02
3809,19.00,32543.20,0.03
3873,21.00,37314.27,0.10
3992,14.00,26543.86,0.06
4024,7.00,6496.14,0.06
4025,27.00,25083.54,0.09
4100,9.00,9036.90,0.05
4110,2.00,2028.22,0.10
4112,15.00,15241.65,0.04
4113,26.00,26444.86,0.10
4165,25.00,26729.00,0.06
4182,11.00,11947.98,0.03
4218,17.00,19077.57,0.09
4253,17.00,19673.25,0.10
4276,5.00,5901.35,0.06
4277,27.00,31894.29,0.07
4308,6.00,7273.80,0.09
4354,27.00,33975.45,0.07
4412,18.00,23695.38,0.08
4436,6.00,8042.58,0.08
4443,23.00,30991.12,0.00
4464,29.00,39685.34,0.05
4522,10.00,14265.20,0.02
4577,20.00,29631.40,0.07
4630,2.00,3069.26,0.10
4655,8.00,12477.20,0.09
4666,30.00,47119.80,0.07
4669,11.00,17310.26,0.04
4804,25.00,42720.00,0.03
4809,29.00,49700.20,0.04
4870,26.00,46146.62,0.00
4874,10.00,17788.70,0.01
4897,15.00,27028.35,0.04
4904,6.00,10853.40,0.05
4915,19.00,34578.29,0.02
4923,28.00,51181.76,0.02
4936,28.00,51546.04,0.00
4942,2.00,3693.88,0.03
4970,3.00,5624.91,0.07
5049,21.00,20034.84,0.02
5088,10.00,9930.80,0.04
5138,10.00,10431.30,0.04
5151,5.00,5280.75,0.09
5190,18.00,19713.42,0.03
5206,17.00,18890.40,0.08
5220,19.00,21379.18,0.01
5245,27.00,31056.48,0.05
5407,8.00,10499.20,0.03
5519,22.00,31339.22,0.03
5522,17.00,24267.84,0.09
5583,6.00,8931.48,0.06
5590,3.00,4486.77,0.04
5634,12.00,18475.56,0.06
5638,28.00,43221.64,0.03
5715,26.00,42138.46,0.07
5718,18.00,29226.78,0.06
5737,12.00,19712.76,0.10
5765,27.00,45110.52,0.08
5827,27.00,46786.14,0.07
5830,18.00,31244.94,0.08
5850,5.00,8779.25,0.09
5881,17.00,30376.96,0.05
5986,6.00,11351.88,0.01
6162,23.00,24567.68,0.09
6212,17.00,19009.57,0.05
6216,23.00,25810.83,0.06
6222,21.00,23692.62,0.00
6257,23.00,26754.75,0.06
6281,13.00,15434.64,0.02
6338,3.00,3732.99,0.08
6367,21.00,26740.56,0.01
6392,13.00,16879.07,0.01
6396,4.00,5209.56,0.06
6453,26.00,35345.70,0.06
6482,26.00,36100.48,0.10
6513,18.00,25551.18,0.03
6727,16.00,26139.52,0.00
6730,24.00,39281.52,0.01
6765,6.00,10030.56,0.08
6801,30.00,51234.00,0.00
6805,16.00,27388.80,0.06
6859,3.00,5297.55,0.01
6906,22.00,39883.80,0.07
6933,8.00,14719.44,0.04
7074,19.00,18640.33,0.07
7081,1.00,988.08,0.00
7109,19.00,19305.90,0.00
7149,9.00,9505.26,0.01
7165,29.00,31092.64,0.01
7221,28.00,31590.16,0.10
7232,27.00,30759.21,0.03
7277,21.00,24869.67,0.01
7288,19.00,22710.32,0.08
7326,11.00,13566.52,0.09
7392,22.00,28586.58,0.08
7419,6.00,7958.46,0.05
7428,10.00,13354.20,0.09
7433,13.00,17425.59,0.03
7461,30.00,41053.80,0.07
7488,18.00,25118.64,0.04
7532,28.00,40306.84,0.09
7532,5.00,7197.65,0.02
7589,27.00,40407.66,0.08
7618,1.00,1525.61,0.03
7619,2.00,3053.22,0.00
7650,8.00,12461.20,0.04
7732,8.00,13117.84,0.05
7744,21.00,34686.54,0.02
7758,2.00,3331.50,0.03
7787,27.00,45759.06,0.07
7796,5.00,8518.95,0.07
7865,9.00,15955.74,0.08
7874,1.00,1781.87,0.01
7915,22.00,40104.02,0.05
7986,26.00,49243.48,0.07
8012,5.00,4600.05,0.05
8052,2.00,1920.10,0.05
8056,10.00,9640.50,0.03
8100,5.00,5040.50,0.05
8108,17.00,17273.70,0.03
8115,9.00,9207.99,0.09
8134,12.00,12505.56,0.02
8183,7.00,7638.26,0.01
8241,28.00,32178.72,0.03
8245,8.00,9225.92,0.00
8292,2.00,2400.58,0.10
8381,19.00,24498.22,0.00
8414,19.00,25125.79,0.09
8462,16.00,21927.36,0.08
8488,28.00,39101.44,0.06
8554,29.00,42413.95,0.01
8567,3.00,4426.68,0.08
8574,3.00,4447.71,0.01
8577,20.00,29711.40,0.09
8633,5.00,7708.15,0.04
8653,29.00,45287.85,0.06
8655,26.00,40654.90,0.04
8686,7.00,11162.76,0.00
8713,24.00,38921.04,0.05
8756,4.00,6659.00,0.10
8842,7.00,12255.88,0.03
8870,20.00,35577.40,0.03
8872,11.00,19589.57,0.02
8877,16.00,28573.92,0.10
8893,4.00,7207.56,0.08
8942,26.00,48124.44,0.02
9026,14.00,13090.28,0.10
9085,8.00,7952.64,0.10
9091,29.00,29002.61,0.03
9182,15.00,16367.70,0.09
9216,16.00,18003.36,0.03
9286,13.00,15538.64,0.05
9411,24.00,31689.84,0.01
9420,21.00,27917.82,0.02
9511,30.00,42615.30,0.03
9547,15.00,21848.10,0.03
9553,7.00,10237.85,0.03
9554,18.00,26343.90,0.07
9603,19.00,28739.40,0.08
9633,22.00,33937.86,0.03
9672,10.00,15816.70,0.00
9764,1.00,1673.76,0.05
9795,14.00,23867.06,0.00
9799,6.00,10252.74,0.04
9799,11.00,18796.69,0.10
9908,30.00,54537.00,0.05
9974,4.00,7535.88,0.09
9979,5.00,9444.85,0.04
10012,28.00,25816.28,0.04
10050,15.00,14400.75,0.10
10054,6.00,5784.30,0.03
10148,11.00,11639.54,0.08
10165,27.00,29029.32,0.04
10178,26.00,28292.42,0.07
10187,25.00,27429.50,0.10
10297,4.00,4829.16,0.05
10314,29.00,35504.99,0.10
10327,6.00,7423.92,0.08
10339,12.00,14991.96,0.03
10385,24.00,31089.12,0.07
10391,4.00,5205.56,0.07
10461,10.00,13714.60,0.01
10465,16.00,22007.36,0.06
10487,19.00,26552.12,0.08
10534,4.00,5778.12,0.10
10557,29.00,42558.95,0.07
10640,19.00,29462.16,0.07
10656,21.00,32899.65,0.00
10667,2.00,3155.32,0.10
10688,30.00,47960.40,0.02
10692,25.00,40067.25,0.06
10702,21.00,33866.70,0.06
10855,14.00,24721.90,0.06
10864,27.00,47921.22,0.07
10892,30.00,54086.70,0.05
10898,29.00,52457.81,0.07
10951,2.00,3723.90,0.07
11009,4.00,3680.00,0.09
11099,21.00,21211.89,0.05
11114,19.00,19477.09,0.03
11129,1.00,1040.12,0.00
11246,28.00,32402.72,0.02
11303,14.00,17000.20,0.00
11307,11.00,13401.30,0.10
11312,2.00,2446.62,0.00
11378,27.00,34812.99,0.10
11419,3.00,3991.23,0.08
11466,13.00,17906.98,0.06
11469,6.00,8282.76,0.10
11475,17.00,23569.99,0.08
11576,15.00,22313.55,0.03
11599,24.00,36254.16,0.03
11627,21.00,32311.02,0.09
11682,9.00,14343.12,0.00
11690,6.00,9610.14,0.05
11827,27.00,46948.14,0.07
11844,16.00,28093.44,0.05
11939,24.00,44422.32,0.09
12014,1.00,926.01,0.10
12047,10.00,9590.40,0.06
12050,27.00,25975.35,0.05
12133,13.00,13586.69,0.02
12150,29.00,30802.35,0.05
12182,26.00,28448.68,0.03
12227,24.00,27341.28,0.07
12262,10.00,11742.60,0.03
12327,9.00,11153.88,0.10
12392,10.00,13043.90,0.04
12409,27.00,35677.80,0.10
12417,25.00,33235.25,0.07
12459,12.00,16457.40,0.05
12498,22.00,31030.78,0.01
12511,28.00,39858.28,0.08
12552,27.00,39542.85,0.06
12615,8.00,12220.88,0.09
12616,5.00,7643.05,0.10
12649,30.00,46849.20,0.06
12778,27.00,45650.79,0.05
12797,30.00,51293.70,0.06
12818,23.00,39808.63,0.08
12893,12.00,21670.68,0.07
12903,8.00,14527.20,0.10
12920,4.00,7331.68,0.01
12946,6.00,11153.64,0.10
12973,3.00,5657.91,0.03
12994,18.00,34325.82,0.05
13064,26.00,25403.56,0.09
13084,25.00,24927.00,0.00
13150,26.00,27641.90,0.03
13212,26.00,29255.46,0.00
13258,3.00,3513.75,0.09
13329,30.00,37269.60,0.03
13336,7.00,8745.31,0.05
13445,17.00,23093.48,0.04
13498,26.00,36698.74,0.03
13550,12.00,17562.60,0.00
13623,17.00,26122.54,0.06
13688,26.00,41643.68,0.10
13752,29.00,48306.75,0.06
13752,4.00,6663.00,0.00
13769,9.00,15144.84,0.06
13791,4.00,6819.16,0.06
13809,17.00,29287.60,0.04
13865,28.00,49808.08,0.10
13873,19.00,33950.53,0.03
13901,4.00,7259.60,0.03
14043,13.00,12441.52,0.00
14118,9.00,9288.99,0.09
14125,21.00,21821.52,0.08
14144,21.00,22220.94,0.08
14153,27.00,28813.05,0.10
14170,8.00,8673.36,0.09
14234,12.00,13778.76,0.09
14270,25.00,29606.75,0.01
14341,12.00,15064.08,0.00
14354,22.00,27903.70,0.08
14373,8.00,10298.96,0.01
14375,4.00,5157.48,0.05
14407,29.00,38320.60,0.03
14420,30.00,40032.60,0.07
14453,15.00,20511.75,0.02
14456,8.00,10963.60,0.01
14483,18.00,25154.64,0.02
14494,17.00,23944.33,0.06
14519,25.00,35837.75,0.00
14570,5.00,7422.85,0.03
14627,30.00,46248.60,0.09
14651,17.00,26616.05,0.08
14703,8.00,12941.60,0.06
14714,15.00,24430.65,0.04
14719,17.00,27773.07,0.09
14721,8.00,13085.76,0.01
14737,24.00,39641.52,0.05
14760,29.00,48568.04,0.05
14797,30.00,51353.70,0.09
14928,5.00,9214.60,0.07
14988,11.00,20932.78,0.06
14997,19.00,36327.81,0.03
15049,3.00,2892.12,0.09
15136,20.00,21022.60,0.09
15155,13.00,13911.95,0.05
15184,26.00,28578.68,0.04
15226,21.00,23965.62,0.06
15355,23.00,29218.05,0.10
15439,24.00,32506.32,0.08
15466,14.00,19340.44,0.01
15517,27.00,38677.77,0.10
15555,3.00,4411.65,0.10
15559,27.00,39812.85,0.04
15588,5.00,7517.90,0.08
15605,30.00,45618.00,0.04
15635,8.00,12405.04,0.10
15668,2.00,3167.32,0.00
15671,9.00,14280.03,0.10
15676,30.00,47750.10,0.01
15939,4.00,7419.72,0.03
15986,25.00,47549.50,0.00
16036,14.00,13328.42,0.01
16070,17.00,16763.19,0.08
16198,13.00,14484.47,0.10
16222,20.00,22764.40,0.05
16223,22.00,25062.84,0.09
16256,11.00,12894.75,0.08
16299,4.00,4861.16,0.01
16339,3.00,3765.99,0.10
16395,7.00,9179.73,0.00
16407,20.00,26468.00,0.10
16426,10.00,13424.20,0.09
16485,18.00,25226.64,0.07
16492,13.00,18310.37,0.06
16537,28.00,40698.84,0.08
16547,11.00,16098.94,0.09
16547,14.00,20489.56,0.02
16564,13.00,19247.28,0.10
16645,13.00,20301.32,0.05
16663,14.00,22115.24,0.09
16704,4.00,6482.80,0.09
16838,22.00,38606.26,0.02
16925,28.00,51573.76,0.04
17033,24.00,22800.72,0.03
17058,29.00,28276.45,0.03
17117,2.00,2068.22,0.06
17146,30.00,31894.20,0.00
17176,1.00,1093.17,0.07
17186,16.00,17650.88,0.05
17250,28.00,32683.00,0.07
17313,28.00,34448.68,0.10
17341,20.00,25166.80,0.01
17351,5.00,6341.75,0.03
17360,19.00,24269.84,0.08
17391,14.00,18317.46,0.10
17403,23.00,30369.20,0.07
17470,6.00,8324.82,0.05
17571,1.00,1488.57,0.09
17691,6.00,9652.14,0.06
17743,9.00,14946.66,0.10
17810,18.00,31100.58,0.10
17822,13.00,22617.66,0.05
17832,26.00,45495.58,0.10
17894,23.00,41673.47,0.03
17896,25.00,45347.25,0.00
17917,20.00,36698.20,0.10
17954,16.00,29951.20,0.05
18105,13.00,13300.30,0.00
18119,25.00,25927.75,0.02
18138,14.00,14785.82,0.04
18229,5.00,5736.10,0.07
18260,18.00,21208.68,0.07
18325,28.00,34812.96,0.06
18380,21.00,27265.98,0.08
18410,12.00,15940.92,0.00
18419,29.00,38784.89,0.07
18473,28.00,38961.16,0.04
18579,18.00,26956.26,0.03
18662,24.00,37935.84,0.00
18671,3.00,4769.01,0.07
18758,30.00,50302.50,0.00
18777,17.00,28828.09,0.02
18873,1.00,1791.87,0.05
18896,17.00,30853.13,0.03
18931,30.00,55497.90,0.07
18984,30.00,57089.40,0.06
18989,24.00,45791.52,0.03
19035,2.00,1908.06,0.09
19048,5.00,4835.20,0.07
19049,2.00,1936.08,0.06
19051,9.00,8730.45,0.00
19078,12.00,11964.84,0.09
19141,6.00,6360.84,0.08
19146,30.00,31954.20,0.06
19190,26.00,28838.94,0.02
19234,15.00,17298.45,0.01
19238,27.00,31245.21,0.03
19242,5.00,5806.20,0.05
19249,9.00,10514.16,0.02
19254,7.00,8212.75,0.04
19317,19.00,23489.89,0.02
19354,6.00,7640.10,0.05
19395,28.00,36802.92,0.07
19417,11.00,14700.51,0.06
19420,19.00,25448.98,0.06
19487,8.00,11251.84,0.09
19522,26.00,37479.52,0.03
19551,6.00,8823.30,0.01
19691,23.00,37045.87,0.06
19717,15.00,24550.65,0.04
19744,22.00,36602.28,0.01
19773,23.00,38933.71,0.05
19783,3.00,5108.34,0.03
19790,12.00,20517.48,0.09
19816,13.00,22565.53,0.01
19821,9.00,15667.38,0.10
19852,29.00,51383.65,0.01
19854,5.00,8869.25,0.07
19854,27.00,47893.95,0.06
19901,27.00,49164.30,0.09
9,26.00,23634.00,0.08
99,15.00,14986.35,0.09
130,21.00,21632.73,0.02
130,15.00,15451.95,0.06
249,11.00,12641.64,0.01
375,8.00,10202.96,0.00
457,26.00,35293.70,0.05
525,30.00,42765.60,0.04
562,28.00,40951.68,0.09
574,10.00,14745.70,0.06
596,23.00,34421.57,0.05
599,13.00,19494.67,0.04
640,12.00,18487.68,0.10
834,28.00,48575.24,0.01
893,4.00,7175.56,0.04
895,25.00,44897.25,0.01
921,5.00,9109.60,0.10
926,29.00,52980.68,0.07
1034,19.00,17765.57,0.02
1047,2.00,1896.08,0.00
1094,3.00,2985.27,0.10
1217,2.00,2236.42,0.10
1239,4.00,4560.92,0.00
1253,30.00,34627.50,0.05
1392,23.00,29747.97,0.04
1416,5.00,6587.05,0.02
1429,27.00,35921.34,0.04
1444,23.00,30945.12,0.01
1449,10.00,13504.40,0.08
1541,1.00,1442.54,0.02
1543,11.00,15889.94,0.05
1578,26.00,38468.82,0.08
1587,6.00,8931.48,0.08
1613,3.00,4543.83,0.05
1615,26.00,39431.86,0.07
1727,25.00,40718.00,0.06
1732,29.00,47378.17,0.07
1760,28.00,46529.28,0.02
1799,15.00,25511.85,0.04
1828,25.00,43245.50,0.04
1834,23.00,39924.09,0.09
1854,1.00,1755.85,0.08
1945,25.00,46173.50,0.10
2034,14.00,13104.42,0.08
2062,17.00,16389.02,0.10
2122,8.00,8192.96,0.07
2195,24.00,26332.56,0.07
2200,19.00,20941.80,0.04
2210,15.00,16683.15,0.01
2227,8.00,9033.76,0.05
2276,29.00,34169.83,0.04
2285,24.00,28494.72,0.07
2291,1.00,1193.29,0.09
2323,13.00,15929.16,0.01
2355,25.00,31433.75,0.00
2393,7.00,9067.73,0.01
2409,29.00,38030.60,0.01
2468,24.00,32891.04,0.04
2469,19.00,26057.74,0.08
2472,24.00,32987.28,0.09
2508,6.00,8463.00,0.10
2540,7.00,10097.78,0.00
2558,4.00,5842.20,0.05
2590,27.00,40299.93,0.00
2602,5.00,7523.00,0.06
2673,1.00,1575.67,0.09
2713,30.00,48471.30,0.08
2743,19.00,31269.06,0.04
2867,26.00,46016.36,0.04
2896,16.00,28782.24,0.08
2992,22.00,41689.78,0.07
3004,12.00,10884.00,0.03
3037,28.00,26320.84,0.06
3059,5.00,4810.25,0.10
3110,11.00,11144.21,0.08
3112,12.00,12181.32,0.06
3121,18.00,18434.16,0.05
3149,17.00,17886.38,0.01
3168,3.00,3213.48,0.06
3226,22.00,24842.84,0.10
3328,29.00,35708.28,0.10
3376,16.00,20469.92,0.08
3398,13.00,16918.07,0.08
3466,25.00,34236.50,0.01
3509,10.00,14125.00,0.02
3585,11.00,16374.38,0.06
3683,5.00,7933.40,0.08
3711,15.00,24220.65,0.05
3735,7.00,11471.11,0.01
3822,12.00,20709.84,0.06
3832,21.00,36452.43,0.05
3921,14.00,25548.88,0.04
3994,2.00,3795.98,0.08
4009,19.00,17347.00,0.05
4021,8.00,7400.16,0.04
4054,14.00,13412.70,0.05
4083,20.00,19741.60,0.07
4095,9.00,8991.81,0.06
4113,26.00,26444.86,0.08
4124,18.00,18506.16,0.00
4195,13.00,14289.47,0.06
4206,9.00,9991.80,0.09
4251,20.00,23105.00,0.02
4320,3.00,3672.96,0.09
4362,3.00,3799.08,0.09
4382,25.00,32159.50,0.06
4422,9.00,11937.78,0.04
4509,17.00,24029.50,0.09
4511,6.00,8493.06,0.02
4528,12.00,17190.24,0.01
4530,25.00,35863.25,0.10
4569,23.00,33891.88,0.10
4614,21.00,31890.81,0.04
4719,26.00,42216.46,0.06
4808,30.00,51384.00,0.00
4823,22.00,38012.04,0.10
4827,19.00,32904.58,0.00
4877,21.00,37419.27,0.01
4962,1.00,1866.96,0.05
4980,9.00,16964.82,0.02
5095,6.00,6000.54,0.00
5117,22.00,22486.42,0.02
5236,18.00,20542.14,0.05
5274,9.00,10613.43,0.03
5277,1.00,1182.27,0.08
5340,25.00,31133.50,0.10
5378,16.00,20533.92,0.04
5393,11.00,14282.29,0.02
5405,8.00,10483.20,0.02
5450,14.00,18976.30,0.09
5458,11.00,14997.95,0.07
5483,21.00,29158.08,0.07
5484,29.00,40294.92,0.07
5493,20.00,27969.80,0.08
5513,2.00,2837.02,0.07
5525,29.00,41485.08,0.05
5553,18.00,26253.90,0.01
5571,27.00,39867.39,0.05
5591,20.00,29931.80,0.06
5603,10.00,15086.00,0.03
5617,21.00,31974.81,0.05
5622,11.00,16803.82,0.00
5645,23.00,35664.72,0.09
5670,27.00,42543.09,0.03
5674,3.00,4739.01,0.00
5693,25.00,39967.25,0.09
5736,20.00,32834.60,0.03
5757,5.00,8313.75,0.04
5801,2.00,3413.60,0.00
5809,9.00,15433.20,0.06
5810,25.00,42895.25,0.06
5844,22.00,38496.48,0.01
5855,26.00,45782.10,0.07
5881,14.00,25016.32,0.02
5903,28.00,50649.20,0.00
5943,19.00,35129.86,0.07
5971,11.00,20646.67,0.09
5997,29.00,55186.71,0.03
5999,18.00,34289.82,0.01
6014,1.00,920.01,0.05
6024,8.00,7440.16,0.06
6071,20.00,19541.40,0.02
6129,12.00,12421.44,0.00
6221,5.00,5636.10,0.06
6270,19.00,22349.13,0.01
6289,8.00,9562.24,0.03
6334,2.00,2480.66,0.09
6416,13.00,17191.33,0.05
6442,25.00,33711.00,0.04
6505,7.00,9880.50,0.09
6598,26.00,39119.34,0.00
6603,11.00,16605.60,0.01
6614,18.00,27370.98,0.03
6633,14.00,21554.82,0.03
6657,16.00,25018.40,0.08
6785,15.00,25376.70,0.05
6812,12.00,20625.72,0.10
6922,2.00,3657.84,0.06
6928,15.00,27523.80,0.01
6964,4.00,7483.84,0.07
6997,27.00,51407.73,0.03
6999,26.00,49555.74,0.10
7040,6.00,5682.24,0.01
7049,14.00,13384.56,0.07
7060,18.00,17407.08,0.06
7067,5.00,4870.30,0.00
7078,27.00,26596.89,0.07
7138,29.00,30308.77,0.01
7196,26.00,28682.94,0.07
7210,27.00,30164.67,0.00
7300,13.00,15694.90,0.02
7311,5.00,6091.55,0.10
7338,13.00,16189.29,0.06
7357,24.00,30344.40,0.04
7374,8.00,10250.96,0.05
7377,28.00,35962.36,0.04
7387,6.00,7766.28,0.09
7405,14.00,18373.60,0.00
7446,6.00,8120.64,0.02
7465,10.00,13724.60,0.10
7500,3.00,4222.50,0.02
7606,10.00,15136.00,0.06
7614,24.00,36518.64,0.09
7619,7.00,10686.27,0.06
7644,21.00,32584.44,0.06
7662,25.00,39241.50,0.03
7671,30.00,47360.10,0.02
7789,10.00,16967.80,0.09
7831,4.00,6955.32,0.00
7843,3.00,5252.52,0.03
7877,8.00,14278.96,0.07
7880,5.00,8939.40,0.04
8042,2.00,1900.08,0.04
8062,18.00,17461.08,0.01
8066,17.00,16559.02,0.06
